SubscriptionID;ActionType;ProcessingDate;CreditSource;Amount;NbrNewspapers
1092609;EN;11/06/2009;COM;0.7872;1
1092609;EN;11/06/2009;COM;0.7872;1
1092609;EN;17/06/2009;COM;0.7872;1
1092609;EN;17/06/2009;COM;0.7872;1
1094910;EN;05/02/2010;COM;0.7404;1
1095157;EN;31/08/2010;COM;0.8783;1
1095157;EN;03/09/2010;COM;0.8783;1
1095157;EN;11/10/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1101789;EN;20/09/2010;COM;0.8783;1
1102726;EN;27/04/2010;COM;0.5921;1
1107281;EN;24/12/2010;COM;0.8783;1
1107281;EN;24/12/2010;COM;0.8783;1
1114846;EN;15/07/2009;COM;0.52;1
1117956;CC;22/01/2010;SUB;64.5724;0
1121681;CC;05/08/2009;SUB;45.3774;0
1128068;EN;07/12/2009;COM;1.0132;1
113039;CC;22/02/2006;COM;58.66;
1130416;EN;06/10/2010;COM;0;1
1131552;EN;01/07/2010;COM;0.8116;1
1131552;EN;01/07/2010;COM;0.8116;1
113650;CC;01/12/2007;COM;1;0
1137175;EN;12/03/2010;COM;0.9737;1
1138440;EN;23/11/2010;COM;1.1;1
1138440;EN;14/12/2010;COM;1.1;1
1138440;EN;14/12/2010;COM;1.1;1
1145375;EN;04/01/2010;COM;1.0132;1
1145375;EN;17/02/2010;COM;1.0132;1
1154761;EN;23/10/2009;COM;0.4276;1
1158348;EN;04/11/2009;COM;1.04;1
1160550;EN;19/01/2011;COM;0.8783;1
1160713;NC;;SUB;81.9079;40
1164695;EN;27/12/2010;COM;0.8783;1
1168838;EN;17/05/2010;COM;0.5921;1
1172325;EN;14/12/2009;COM;0.7872;1
1172654;EN;07/12/2009;COM;0.4276;1
1173042;EN;13/04/2010;COM;1.0395;1
1177263;EN;27/12/2010;COM;0.8783;1
1183264;EN;24/01/2011;COM;0;1
1183264;EN;24/01/2011;COM;0;1
1183264;EN;24/01/2011;COM;0;1
1193186;EN;22/11/2010;COM;0.9737;1
1193427;EN;11/12/2009;COM;1.04;1
1193991;EN;14/01/2011;COM;0.8783;1
1194265;EN;22/02/2010;COM;0;1
1194265;EN;22/02/2010;COM;0;1
1194265;EN;22/02/2010;COM;0;1
1194265;EN;22/02/2010;COM;0;1
1201465;EN;21/12/2010;COM;0.7872;1
1201465;EN;21/12/2010;COM;0.7872;1
1201886;EN;16/12/2010;COM;0.8783;1
1201886;CC;16/12/2010;SUB;252.0689;0
1202214;EN;07/06/2010;COM;0.8362;1
1202214;EN;13/09/2010;COM;0.8362;1
120781;EN;08/10/2007;SUB;;14
1210072;EN;27/12/2010;COM;0.8783;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1212926;EN;24/11/2009;COM;0.592;1
1213822;EN;05/08/2010;COM;0.9737;1
1213822;EN;23/08/2010;COM;0.9737;1
1214604;EN;25/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
1214604;EN;27/11/2009;COM;0.5921;1
122161;CC;01/12/2007;COM;1;0
122161;CC;01/12/2007;COM;1.2;0
122653;CC;01/12/2007;COM;1.2;0
122653;CC;01/12/2007;COM;1;0
1227250;EN;27/12/2010;COM;0.9737;1
123280;CC;;COM;1.2;0
123280;CC;;COM;1;0
123421;CC;01/12/2007;COM;1;0
123421;CC;01/12/2007;COM;1.2;0
124362;CC;22/11/2006;COM;1.51;
1259008;EN;24/12/2010;COM;0.8116;1
125901;EN;09/06/2008;COM;0.8191;1
125901;EN;17/12/2008;COM;0.8191;1
1259818;EN;02/02/2011;COM;0.9079;1
1263508;EN;25/01/2010;COM;1.0132;1
1263508;EN;26/01/2010;COM;1.0132;1
1263508;EN;28/01/2010;COM;1.0132;1
1270993;EN;28/12/2009;COM;0.9474;1
1276945;EN;27/12/2010;COM;0.8783;1
1276945;EN;28/12/2010;COM;0.8783;1
1279491;EN;24/03/2010;COM;0.7105;1
1290604;EN;07/04/2010;COM;1.0395;1
1290655;EN;19/07/2010;COM;0.8783;1
129097;CC;01/12/2007;COM;1;0
129197;CC;01/12/2007;COM;1;0
129412;CC;20/07/2007;COM;1;
129414;CC;01/12/2007;COM;1;0
129421;CC;02/06/2008;COM;1;0
129664;CC;01/01/2008;COM;1;0
129942;CC;01/12/2007;COM;1;0
129943;EN;19/03/2009;COM;0;1
1299814;EN;15/09/2010;COM;0.8116;1
1300432;CC;08/03/2010;SUB;36.3019;0
130235;CC;01/12/2007;COM;1;0
130237;CC;01/12/2007;COM;1;0
1303188;EN;27/08/2010;COM;1.0395;1
1303759;EN;08/09/2010;COM;0.9737;1
1303759;EN;20/12/2010;COM;0.9737;1
130470;CC;01/12/2007;COM;1;0
130472;CC;23/08/2007;COM;1;
130666;CC;01/12/2007;COM;1;0
130668;CC;23/08/2007;COM;1;
130690;CC;02/06/2008;COM;1;0
1315301;EN;17/08/2010;COM;1.0395;1
1315301;EN;18/08/2010;COM;0;1
1315301;EN;19/08/2010;COM;1.0395;1
1315301;EN;19/08/2010;COM;1.0395;1
1315301;EN;19/08/2010;COM;1.0395;1
1317746;EN;25/03/2010;COM;0.5921;1
1317919;NC;;SUB;0;22
1318091;NC;;SUB;0;22
132380;CC;02/06/2008;COM;8.5;0
132413;CC;22/11/2006;COM;1.2;
1325705;EN;20/12/2010;COM;0.7327;1
1325705;EN;20/12/2010;COM;0.7327;1
133050;CC;01/12/2007;COM;1;0
133052;CC;17/10/2007;COM;1;0
1333129;EN;11/08/2010;COM;0.5921;1
1333179;CC;;TRA;0.49;0
1333987;EN;16/03/2010;COM;0.5921;1
1333987;EN;16/03/2010;COM;0.5921;1
1333987;EN;16/03/2010;COM;0.5921;1
133450;CC;23/08/2007;COM;1;
133571;CC;23/08/2007;COM;1;
1336999;CC;05/05/2010;SUB;37.125;0
1338394;EN;07/10/2010;COM;0.9737;1
1340920;EN;27/09/2010;COM;1.0395;1
134203;CC;01/12/2007;COM;1;0
134655;CC;23/08/2007;COM;1;
1348808;EN;10/03/2010;COM;1.1;1
134973;CC;23/08/2007;COM;1;
1351751;EN;27/09/2010;COM;1.0395;1
1354916;EN;11/03/2010;COM;0.5921;1
1354916;EN;12/07/2010;COM;0.5921;1
135728;CC;19/09/2006;COM;9.41;
138378;CC;23/08/2007;COM;9.84;
140717;CC;25/06/2007;COM;1;
140992;CC;23/08/2007;COM;1;
146722;EN;19/03/2009;COM;0;1
150246;CC;22/12/2006;COM;6.03;
150246;CC;22/12/2006;COM;12.81;
150246;CC;22/12/2006;COM;6.03;
150246;CC;01/01/2009;COM;9.28;0
150246;CC;01/01/2009;COM;10.05;0
150247;CC;03/02/2006;COM;6.42;
150912;EN;15/01/2008;COM;0;1
151372;CC;01/07/2008;COM;10.82;0
151956;CC;02/06/2008;COM;1;0
151956;CC;02/06/2008;COM;1.2;0
153079;EN;19/08/2008;COM;0.797;1
153079;EN;10/11/2008;COM;0.797;1
153572;CC;23/05/2007;COM;2;
154993;CC;22/11/2006;COM;7.53;
154993;CC;01/12/2007;COM;6.96;0
154993;CC;01/12/2007;COM;1.2;0
154993;CC;01/12/2007;COM;1;0
155000;CC;06/11/2007;COM;1.2;0
155000;CC;06/11/2007;COM;1;0
155182;CC;01/12/2007;COM;1;0
155182;CC;01/12/2007;COM;1.2;0
156216;CC;01/12/2007;COM;1;0
156216;CC;01/12/2007;COM;1.2;0
156218;CC;01/12/2007;COM;1;0
156218;CC;01/12/2007;COM;1.2;0
156329;EN;03/10/2008;COM;0.8118;1
156330;CC;01/12/2007;COM;1;0
156330;CC;01/12/2007;COM;1.2;0
158748;CC;23/08/2007;COM;1;
158748;CC;23/08/2007;COM;1.2;
159323;CC;01/12/2007;COM;1;0
159323;CC;01/12/2007;COM;1.2;0
159325;CC;23/08/2007;COM;1;
159325;CC;23/08/2007;COM;1.2;
159514;CC;23/08/2007;COM;1;
159514;CC;23/08/2007;COM;1.2;
163878;CC;03/03/2008;COM;1;0
163878;CC;03/03/2008;COM;1.2;0
164068;CC;01/01/2008;COM;1.2;0
164068;CC;01/01/2008;COM;1;0
165851;EN;02/03/2009;COM;0.8158;1
165852;CC;23/05/2007;COM;8.29;
165852;CC;02/06/2008;COM;1;0
165853;CC;22/05/2006;COM;7.96;
165913;CC;01/12/2007;COM;1;0
166002;CC;24/09/2007;COM;1;
166268;CC;22/11/2006;COM;0.95;
166268;CC;22/11/2006;COM;1.2;
167116;CC;06/01/2006;COM;0.9;
167117;EN;22/09/2008;COM;0;1
167210;CC;17/12/2007;COM;1;0
168869;CC;02/01/2008;COM;1;0
169058;CC;01/12/2007;COM;1;0
169132;CC;01/12/2007;COM;1;0
169134;CC;01/12/2007;COM;1;0
170360;EN;02/03/2009;COM;0.8191;1
170442;EN;19/03/2009;COM;0;1
171980;CC;23/08/2007;COM;1.2;
171980;CC;23/08/2007;COM;1;
172202;CC;23/08/2007;COM;1.2;
172202;CC;23/08/2007;COM;1;
172695;EN;15/01/2008;COM;0;1
173395;CC;01/12/2007;COM;1;0
173395;CC;01/12/2007;COM;1.2;0
173487;EN;22/09/2008;COM;0;1
173488;CC;01/12/2007;COM;1;0
174463;CC;01/12/2007;COM;1;0
174549;CC;13/10/2006;COM;12.81;
174549;CC;23/10/2007;COM;3.87;0
174549;CC;23/10/2007;COM;13.91;0
175220;CC;22/02/2006;COM;0.9;
175519;EN;06/01/2009;COM;0.8118;1
175635;CC;01/12/2007;COM;1;0
175635;CC;01/12/2007;COM;1.2;0
175800;EN;19/03/2009;COM;0;1
175801;CC;31/03/2008;COM;1;0
177366;CC;22/11/2006;COM;9.79;
177366;CC;01/12/2007;COM;1.2;0
177366;CC;01/12/2007;COM;10.05;0
177366;CC;01/12/2007;COM;1;0
177876;CC;30/07/2008;COM;4.64;0
178431;CC;23/08/2007;COM;1.2;
178431;CC;23/08/2007;COM;1;
178744;CC;12/03/2008;COM;1;0
178744;CC;12/03/2008;COM;1.2;0
178744;CC;12/03/2008;COM;10.05;0
178744;CC;12/03/2008;COM;24;0
178745;CC;03/03/2006;COM;1.2;
178745;CC;03/03/2006;COM;0.9;
178895;EN;21/08/2009;COM;0.7937;1
178895;EN;21/08/2009;COM;0.7937;1
178895;EN;21/08/2009;COM;0.7937;1
178895;EN;21/08/2009;COM;0.7937;1
178895;EN;21/08/2009;COM;0.7937;1
179419;CC;14/09/2007;COM;1.2;
179419;CC;14/09/2007;COM;1;
179705;CC;06/09/2007;COM;1.2;
179705;CC;06/09/2007;COM;1;
179705;CC;06/09/2007;COM;1;
179938;CC;30/10/2007;COM;1;0
180230;CC;26/03/2007;COM;50.25;
180231;CC;03/04/2006;COM;45.2;
180629;EN;15/01/2008;COM;0;1
180784;CC;09/12/2005;COM;0.9;
180786;CC;24/09/2007;COM;1.2;
180786;CC;24/09/2007;COM;1;
180932;CC;16/03/2007;COM;1.8;
182289;CC;01/12/2007;COM;1;0
182289;CC;01/12/2007;COM;1.2;0
182613;CC;23/08/2007;COM;5.37;
182636;EN;27/02/2008;COM;0.7853;1
182636;EN;16/04/2008;COM;0.7853;1
183295;EN;31/03/2008;COM;0.8191;1
183583;CC;17/01/2008;COM;1;0
183583;CC;17/01/2008;COM;1.2;0
183586;CC;;COM;1;0
183586;CC;;COM;1.2;0
183587;EN;02/03/2009;COM;0.8158;1
183588;CC;23/05/2007;COM;1.2;
183588;CC;02/06/2008;COM;1;0
183589;CC;22/05/2006;COM;1.2;
183591;CC;22/08/2007;COM;6.96;
183591;CC;22/08/2007;COM;1.2;
183591;CC;22/08/2007;COM;1;
183591;CC;22/08/2007;COM;8.5;
185144;CC;17/03/2008;COM;1;0
185325;CC;19/11/2007;COM;1;0
185325;CC;19/11/2007;COM;1.2;0
186479;EN;19/03/2009;COM;0;1
186853;CC;24/12/2007;COM;1;0
186853;CC;24/12/2007;COM;1.2;0
186879;CC;;COM;1;0
186879;CC;;COM;1.2;0
186882;CC;23/08/2007;COM;1.2;
186882;CC;23/08/2007;COM;1;
186888;CC;28/07/2006;COM;6.51;
187682;CC;11/04/2006;COM;2.34;
187929;CC;08/10/2007;COM;1;0
187929;CC;08/10/2007;COM;1.2;0
187955;CC;17/12/2007;COM;1;0
187955;CC;17/12/2007;COM;1.2;0
187956;CC;07/11/2006;COM;24;
188473;CC;23/12/2005;COM;6.51;
188588;CC;16/08/2007;COM;1.2;
188588;CC;16/08/2007;COM;1;
189198;CC;07/04/2008;COM;1;0
189199;CC;06/03/2006;COM;0.9;
189768;CC;01/12/2007;COM;1;0
189768;CC;01/12/2007;COM;1.2;0
190864;CC;06/08/2007;COM;1;
190864;EN;07/07/2008;COM;0.7647;1
191258;CC;07/07/2007;COM;4.28;
191697;CC;01/10/2007;COM;1;0
191697;CC;01/10/2007;COM;1.2;0
191978;CC;01/12/2007;COM;1.2;0
191978;CC;01/12/2007;COM;1;0
192501;CC;27/11/2006;COM;10.26;
195669;CC;26/06/2006;COM;9.04;
196139;CC;15/06/2007;COM;6.26;
198007;CC;21/01/2008;COM;1;0
198007;CC;21/01/2008;COM;1.2;0
198358;EN;02/03/2009;COM;0.8118;1
198359;CC;17/03/2008;COM;1.2;0
198359;CC;17/03/2008;COM;1;0
198373;CC;08/03/2007;COM;5.27;
198373;CC;17/03/2008;COM;1.2;0
198373;CC;17/03/2008;COM;1;0
198826;CC;21/01/2008;COM;1;0
198826;CC;21/01/2008;COM;1.2;0
198828;CC;30/05/2007;COM;9.04;
198828;CC;30/05/2007;COM;9.04;
198828;CC;30/05/2007;COM;39.17;
198828;CC;30/05/2007;COM;1.2;
198828;CC;30/05/2007;COM;7.73;
198828;CC;17/11/2008;COM;1;0
198828;CC;17/11/2008;COM;1.2;0
198828;EN;08/10/2007;SUB;;15
199029;CC;07/04/2008;COM;1;0
199029;CC;07/04/2008;COM;1.2;0
199366;CC;03/08/2007;COM;1.2;
199366;CC;03/08/2007;COM;1;
199670;CC;04/12/2007;COM;1.2;0
199670;CC;04/12/2007;COM;1;0
199938;CC;05/07/2006;COM;4.52;
199940;CC;14/08/2007;COM;1.2;
199940;CC;14/08/2007;COM;1;
200683;CC;03/09/2007;COM;4.47;
200683;CC;03/09/2007;COM;4.47;
200683;CC;03/09/2007;COM;5.37;
201615;CC;03/09/2007;COM;1;
201935;CC;23/12/2005;COM;0.9;
202404;CC;13/03/2008;COM;1;0
202404;CC;13/03/2008;COM;1.2;0
202625;CC;04/09/2007;COM;1;
202719;CC;08/09/2006;COM;9.41;
203019;EN;31/10/2008;COM;0.731;1
203020;CC;22/08/2007;COM;4.47;
203020;CC;22/08/2007;COM;1;
203991;CC;31/03/2008;COM;1;0
203991;CC;31/03/2008;COM;1.2;0
204020;EN;19/03/2009;COM;0;1
204021;CC;07/05/2008;COM;1;0
204021;CC;07/05/2008;COM;1.2;0
205934;EN;19/03/2009;COM;0;1
205935;CC;28/02/2008;COM;1;0
205935;CC;28/02/2008;COM;1.2;0
205937;EN;19/03/2009;COM;0;1
205938;CC;28/05/2008;COM;1.2;0
205938;CC;28/05/2008;COM;1;0
206085;EN;18/05/2009;COM;0.8191;1
206088;EN;07/01/2009;COM;0.8191;1
206088;EN;10/02/2009;COM;0.8191;1
206982;EN;15/01/2008;COM;0;1
207376;EN;04/12/2007;COM;0.773;1
208153;CC;17/12/2007;COM;1;0
208153;CC;17/12/2007;COM;1.2;0
208325;CC;11/10/2006;COM;7.28;
209177;CC;10/11/2007;COM;6.96;0
209678;CC;25/12/2007;COM;1;0
209678;CC;25/12/2007;COM;1.2;0
211472;EN;02/03/2009;COM;0.8191;1
211686;EN;19/03/2009;COM;0;1
211687;CC;23/08/2007;COM;1;
212257;CC;22/11/2006;COM;5.66;
212257;CC;22/11/2006;COM;5.67;
212257;CC;22/11/2006;COM;5.66;
212257;CC;22/11/2006;COM;5.66;
212257;CC;22/11/2006;COM;4.05;
213491;CC;14/08/2007;COM;1;
213956;CC;10/04/2008;COM;1;0
213956;CC;10/04/2008;COM;1.2;0
214319;CC;15/10/2007;COM;7.16;0
214322;EN;19/03/2009;COM;0;1
215550;EN;16/02/2009;COM;0.8151;1
215821;CC;01/12/2007;COM;1;0
215821;CC;01/12/2007;COM;1.2;0
216596;CC;01/12/2007;COM;1;0
217135;CC;10/10/2006;COM;0.95;
217550;CC;01/12/2007;COM;1.2;0
217550;CC;01/12/2007;COM;1;0
217552;CC;10/02/2007;COM;221.08;
219145;CC;09/02/2007;COM;9.04;
219146;CC;10/02/2006;COM;9.41;
220237;CC;06/12/2007;COM;1;0
220237;CC;06/12/2007;COM;1.2;0
220282;CC;03/10/2007;COM;48;0
220284;CC;15/01/2007;COM;1;
220284;CC;15/01/2007;COM;4;
220284;EN;05/12/2007;COM;0.773;1
220285;CC;30/01/2006;COM;1.2;
220285;CC;30/01/2006;COM;2.4;
221107;CC;08/08/2007;COM;1;
221170;EN;19/03/2009;COM;0;1
221170;EN;30/07/2009;COM;0.8191;1
222106;CC;13/08/2007;COM;1;
222106;CC;13/08/2007;COM;1.2;
222109;CC;13/11/2006;COM;1.2;
222109;CC;13/11/2006;COM;1.2;
222984;CC;24/02/2006;COM;7.24;
222984;CC;24/02/2006;COM;4.34;
222986;CC;19/10/2010;COM;1;0
223067;CC;29/11/2005;COM;3.62;
224216;CC;27/02/2007;COM;1.2;
224217;CC;29/08/2006;COM;4.05;
224691;EN;25/03/2008;COM;0;1
225031;CC;07/06/2007;COM;24;
225035;CC;17/03/2008;COM;1;0
225035;CC;17/03/2008;COM;1.2;0
225363;CC;13/10/2006;COM;5.13;
225768;CC;19/11/2009;COM;1.2;0
225768;CC;19/11/2009;COM;1;0
226885;CC;20/12/2007;COM;1;0
227072;CC;13/09/2007;COM;1.2;
227072;CC;13/09/2007;COM;1.2;
227073;EN;12/10/2007;COM;1;1
227492;EN;19/03/2009;COM;0;1
227874;EN;10/02/2009;COM;0.8191;1
227874;EN;19/03/2009;COM;0;1
229592;EN;03/10/2007;COM;0.7705;1
229592;EN;05/10/2007;COM;0.7705;1
230460;EN;15/01/2008;COM;0;1
231067;CC;13/10/2006;COM;1;
231067;CC;13/10/2006;COM;2.2;
232421;CC;24/09/2007;COM;1;
233174;EN;28/01/2008;COM;0.8947;1
233175;CC;30/07/2007;COM;22.37;
233421;CC;10/09/2007;COM;1;
233421;CC;10/09/2007;COM;1.2;
233504;CC;23/01/2008;COM;1;0
233504;CC;23/01/2008;COM;1.2;0
233764;EN;15/01/2008;COM;0;1
234132;CC;24/05/2007;COM;1;
238067;CC;06/08/2007;COM;15.21;
238501;CC;22/11/2006;COM;1;
238501;CC;;COM;1.2;0
238501;CC;;COM;1;0
238501;EN;08/11/2007;COM;0.773;1
238503;CC;25/07/2007;COM;1.2;
238503;CC;25/07/2007;COM;1;
238562;CC;26/04/2007;COM;6.03;
239192;CC;31/10/2006;COM;6.84;
239193;EN;19/03/2009;COM;0;1
239194;CC;31/07/2007;COM;1;
240091;CC;04/12/2007;COM;14.2;0
240091;CC;04/12/2007;COM;2.51;0
240091;EN;24/10/2007;COM;0.8301;1
240208;CC;29/08/2007;COM;1.2;
240208;CC;29/08/2007;COM;1;
241565;EN;14/09/2009;COM;1.1;1
243154;CC;20/04/2007;COM;70;
243295;CC;22/03/2007;COM;6.26;
243832;EN;17/06/2008;COM;0.7586;1
243833;CC;15/11/2006;COM;1.2;
243833;CC;15/11/2006;COM;1.2;
243833;CC;15/11/2006;COM;1.2;
243833;CC;22/11/2007;COM;1;0
243833;CC;22/11/2007;COM;1;0
243833;CC;22/11/2007;COM;1.2;0
243833;CC;22/11/2007;COM;1.2;0
245466;CC;26/05/2008;COM;1;0
245466;CC;26/05/2008;COM;1.2;0
247460;CC;30/06/2008;COM;1;0
247460;CC;30/06/2008;COM;1.2;0
247461;CC;22/06/2006;COM;1.2;
247770;CC;24/12/2007;COM;11.6;0
248589;CC;04/10/2007;COM;1.2;0
248589;CC;04/10/2007;COM;1;0
249418;EN;04/02/2008;COM;0.8947;1
249419;EN;24/10/2007;COM;0.8831;1
249613;CC;07/06/2006;COM;6.51;
249613;CC;07/06/2006;COM;0.9;
251066;CC;;COM;1;0
251066;CC;;COM;1.2;0
251066;CC;;COM;8.95;0
251201;CC;07/06/2007;COM;9.04;
251201;CC;07/06/2007;COM;3.77;
251201;CC;16/06/2008;COM;3.09;0
251201;CC;16/06/2008;COM;1;0
251201;CC;16/06/2008;COM;1.2;0
251201;CC;16/06/2008;COM;9.28;0
252663;CC;11/02/2008;COM;1;0
253347;CC;02/04/2008;COM;1;0
254997;CC;11/07/2007;COM;12.37;
256003;CC;11/07/2006;COM;0.9;
256115;EN;23/10/2008;COM;0.8191;1
256115;EN;23/10/2008;COM;0.8191;1
256425;EN;26/05/2008;COM;0;1
256426;EN;07/02/2008;COM;0.6802;1
256426;EN;07/02/2008;COM;0.6802;1
256426;EN;07/02/2008;COM;0.6802;1
256426;EN;07/02/2008;COM;0.6802;1
256426;EN;07/02/2008;COM;0.6802;1
257455;CC;12/11/2007;COM;1;0
257547;EN;19/03/2009;COM;0;1
258787;CC;04/02/2008;COM;1;0
258787;CC;04/02/2008;COM;1.2;0
259178;CC;21/02/2007;COM;0.95;
260777;CC;07/08/2007;COM;1.2;
260777;CC;07/08/2007;COM;1;
261991;CC;07/02/2008;COM;1;0
261991;CC;07/02/2008;COM;1.2;0
263519;CC;18/02/2008;COM;1;0
263686;CC;30/07/2009;SUB;77.8125;0
264048;CC;31/10/2007;COM;3.09;0
264859;CC;16/02/2007;COM;1;
264859;CC;24/01/2008;COM;1;0
264859;CC;24/01/2008;COM;1.2;0
265181;CC;08/09/2008;SUB;52.8;0
265463;CC;01/12/2007;COM;3.09;0
265463;CC;01/12/2007;COM;14.69;0
267167;EN;26/05/2008;COM;0;1
267216;CC;19/03/2007;COM;68.89;
267470;CC;23/08/2007;COM;1.2;
267470;CC;23/08/2007;COM;1;
267845;CC;18/08/2008;COM;5.41;0
267992;CC;;COM;1.2;0
267992;CC;;COM;1;0
268236;CC;22/08/2007;COM;1.2;
268236;CC;22/08/2007;COM;1;
268844;CC;24/03/2008;COM;1;0
268844;CC;24/03/2008;COM;1.2;0
269238;CC;04/10/2007;COM;1;0
269238;CC;04/10/2007;COM;1.2;0
269630;EN;27/09/2007;COM;0.8831;1
269855;CC;31/08/2007;COM;1;
270514;CC;27/08/2007;COM;0.78;
