CustomerID;Gender;DOB;District;ZIP;StreeID
663403;M;31/03/1931;1;2900;28392
196139;M;29/01/1947;5;3500;37377
986482;F;23/11/1952;5;3570;39630
120742;F;14/10/1944;5;3560;39495
791137;M;06/10/1958;5;3640;42243
296321;F;10/01/1981;5;3770;44810
923530;F;01/01/1900;1;2660;25738
458709;M;28/04/1953;1;2930;29046
687496;M;17/10/1968;1;2460;21656
83556;M;28/01/1951;5;3550;39147
107572;NA;01/01/1900;5;3920;46790
35581;M;03/08/1937;5;3950;47470
309724;F;13/01/1975;5;3990;48365
100579;NA;01/01/1900;5;3740;44455
487196;M;15/03/1947;5;3650;42428
21243;M;05/04/1956;5;3800;45149
909877;M;02/10/1940;5;3631;42045
273408;M;01/04/1960;5;3740;44279
99534;F;19/07/1966;5;3970;48006
662049;M;18/04/1958;1;2990;30937
685690;M;23/01/1960;1;2370;19794
223381;M;08/04/1938;5;3590;40450
853484;M;21/10/1946;1;2560;23670
266458;M;05/07/1949;1;2100;14643
903245;M;19/01/1947;1;2560;23640
12444;F;18/03/1932;5;3650;42504
269080;F;01/01/1900;5;3980;48232
20184;M;23/11/1938;5;3740;44338
229325;F;09/02/1968;5;3600;40848
222863;M;29/09/1943;5;3770;44879
415557;F;01/01/1900;1;2845;27242
863059;F;01/01/1900;1;2530;23033
267417;M;24/10/1961;7;9120;69122
83181;M;01/01/1900;5;3550;39196
659736;M;01/01/1900;1;2980;30362
665352;M;30/06/1942;2;3140;33893
988045;M;08/02/1939;7;9111;68762
655949;M;01/01/1900;1;2140;14941
123175;M;30/07/1947;5;3630;41993
251184;M;01/01/1900;5;3960;47668
243830;NA;19/05/1945;5;3941;47286
991328;M;06/01/1957;1;2627;25011
85969;M;24/02/1950;5;3581;39851
592382;NA;01/01/1900;1;2530;23169
677377;M;30/03/1941;1;2220;16071
673381;M;05/11/1955;7;9170;70344
653593;M;15/09/1935;1;2480;22045
875533;M;10/08/1954;1;2940;29186
110932;M;01/01/1900;5;3960;47714
183498;M;10/04/1954;5;3545;38812
455617;M;21/12/1941;1;2900;28108
674065;M;20/03/1954;1;2861;27575
26079;M;26/09/1948;5;3570;39591
178566;M;01/01/1900;5;3900;46042
47835;M;26/03/1940;5;3511;37991
709422;M;11/08/1946;1;2440;21182
455494;M;15/08/1964;1;2360;19582
263893;M;01/01/1900;5;3500;37826
110514;M;10/05/1947;5;3950;47588
595442;M;02/03/1958;7;9100;68483
450585;M;13/01/1936;2;3290;35427
204245;M;01/01/1900;5;3700;43905
805609;M;08/01/1953;2;1070;2251
83215;M;21/02/1930;5;3550;39060
1154833;F;01/01/1900;1;2800;25831
673006;M;28/09/1948;1;2980;30384
84735;M;21/07/1956;5;3560;39495
88479;M;06/02/1957;5;3600;40995
252629;M;02/11/1955;5;3590;40321
120899;M;29/06/1952;5;3560;39531
78217;F;04/01/1941;5;3720;43993
265304;M;04/03/1952;1;2870;27744
102049;M;06/08/1951;5;3770;44830
116805;M;01/01/1900;5;3582;40077
247477;F;06/05/1969;5;3510;37857
687117;M;05/03/1950;1;2360;19489
18953;M;15/03/1961;1;2240;16801
1167808;M;03/10/1967;5;3740;44329
864696;M;01/01/1900;1;2100;14655
291135;M;24/02/1966;1;2160;15190
29272;M;13/06/1936;2;1840;10654
261099;M;26/11/1943;1;2630;25171
65490;M;05/04/1951;5;3670;42969
307788;M;01/01/1900;5;3550;38915
599838;M;01/01/1900;5;3724;44109
83506;M;22/05/1942;5;3550;39082
79437;M;18/05/1933;5;3500;37354
769361;M;13/05/1945;1;2840;27048
53104;F;01/01/1900;1;2990;30753
894101;M;16/06/1948;7;9220;71164
920364;M;01/01/1900;5;3540;38707
494643;M;08/05/1953;5;3900;46196
59533;M;10/09/1942;1;2980;30534
82722;NA;28/08/1946;5;3545;38849
953683;M;25/08/1945;5;3980;48115
176619;M;31/12/1940;5;3650;42401
280437;M;01/03/1964;1;2890;28068
793938;M;27/03/1949;5;3960;47826
19825;M;01/05/1932;5;3511;37934
188226;M;01/01/1900;5;3560;39474
945216;M;16/06/1935;2;3472;37313
913623;M;22/06/1951;1;2230;16502
989690;F;20/08/1946;5;3545;38853
160443;M;01/01/1900;5;3500;37638
23615;F;01/01/1900;5;3520;38102
672911;M;05/09/1960;1;2070;14338
88295;M;21/04/1930;5;3600;40517
664212;M;22/07/1949;1;2450;21471
92248;M;26/02/1945;5;3640;42166
91939;M;20/07/1963;5;3630;41683
486880;M;05/06/1948;5;3621;41608
497540;M;13/08/1939;1;2650;25501
880765;F;14/03/1977;1;2800;142078
787618;M;01/01/1900;5;3590;40364
88638;NA;01/01/1900;5;3600;40526
258657;M;13/04/1943;5;3582;39932
688591;F;13/10/1940;1;2170;15342
103469;M;01/01/1900;5;3830;45500
739795;F;07/02/1958;1;2547;23372
158937;M;01/01/1900;5;3900;46075
680410;F;15/09/1977;1;2880;27960
497883;M;28/06/1975;1;2260;17390
746547;M;13/03/1934;1;2150;15087
992755;M;22/09/1962;5;3583;40117
671007;M;29/04/1946;1;2800;26018
797244;M;01/01/1900;5;3770;44694
674442;M;25/01/1956;1;2242;16832
836179;M;08/09/1977;7;9100;68442
756368;F;09/08/1977;1;2300;18361
687526;M;14/06/1964;1;2910;28477
87084;M;18/02/1946;5;3583;40157
771333;M;11/02/1927;1;2840;27018
302681;M;01/01/1900;5;3920;46886
750148;F;01/01/1900;1;2840;27039
666095;M;02/03/1933;1;2520;22990
486101;M;01/01/1900;5;3500;37463
497381;M;28/07/1944;5;3540;38653
65265;F;01/01/1900;5;3800;45070
596794;M;04/11/1953;1;2930;28996
76254;M;01/01/1900;2;3454;37110
674601;M;21/10/1959;1;2440;21374
900689;M;22/05/1945;7;9120;69047
98146;M;02/07/1950;5;3700;43788
655165;M;03/06/1945;1;2100;14627
177187;NA;01/01/1900;5;3600;41147
499880;M;01/01/1900;1;2390;20171
933109;M;01/01/1900;5;3910;46237
142268;M;22/06/1949;5;3920;46657
921711;M;16/06/1975;1;2400;20368
292478;M;25/09/1968;5;3920;46664
960726;M;01/01/1900;5;3650;42404
100668;NA;01/01/1900;5;3740;44491
725046;M;03/05/1966;1;2170;15271
664405;M;01/01/1900;1;2900;28386
747499;M;01/01/1900;5;3920;46523
707548;M;15/09/1959;1;2660;25663
36844;M;29/03/1948;5;3920;46573
301861;F;27/01/1965;5;3500;37771
109367;M;01/01/1900;5;3941;47298
118000;F;20/12/1955;2;3454;37106
678995;M;17/11/1954;1;2870;27643
158753;M;01/01/1900;5;3600;40634
722281;M;18/04/1954;1;2340;19130
851996;M;28/07/1960;1;2200;15692
48328;M;01/01/1900;1;2900;28413
88059;M;27/02/1949;5;3590;40378
278097;M;28/10/1943;1;2940;29176
947115;M;26/01/1968;1;2861;27588
920473;M;13/08/1956;5;3803;45399
138977;M;04/11/1945;1;2160;15184
816337;F;08/06/1949;1;2640;25332
186095;F;18/10/1955;5;3670;42894
918651;M;26/02/1954;5;3500;37693
142242;M;12/10/1962;1;2970;30084
137628;F;11/08/1953;1;2950;29364
680031;M;13/05/1934;1;2845;27262
652709;M;21/01/1962;1;2520;22814
649483;M;28/12/1945;1;2910;28579
1158240;M;01/01/1900;1;2150;15060
142963;M;01/01/1900;1;2560;23745
144738;M;10/05/1961;1;2812;26498
139105;M;11/12/1947;1;2550;23591
666965;M;19/05/1946;1;2100;14460
109594;M;01/01/1900;5;3945;47410
729149;M;14/11/1947;1;2970;30180
676566;M;26/06/1949;1;2000;12903
934152;M;13/07/1966;1;2920;28800
931682;M;01/10/1943;1;2940;29291
665411;M;08/02/1950;1;2980;30563
144533;M;01/01/1900;5;3520;38117
120408;NA;01/01/1900;5;3550;39216
64865;M;16/06/1948;5;3650;42542
137806;M;15/01/1954;5;3770;44816
913153;F;01/01/1900;1;2920;28827
843481;F;15/01/1951;5;3990;48426
45375;F;08/02/1952;5;3600;40677
649424;M;04/06/1948;1;2960;29916
655856;M;01/01/1900;1;2920;28767
677811;F;12/04/1939;1;2170;15448
657937;M;08/02/1935;1;2340;19115
743198;M;01/01/1900;5;3870;45820
18969;F;01/01/1900;5;3803;45394
98439;M;07/09/1954;5;3500;37818
55087;F;14/05/1929;5;3700;43794
277611;F;08/05/1946;1;2018;13292
914902;M;18/04/1942;5;3600;40838
17858;M;02/02/1942;5;3971;48055
111918;NA;01/01/1900;5;3970;47977
817959;M;17/12/1937;1;2560;23689
918626;F;16/03/1981;1;2260;107769
599829;M;16/03/1956;1;2070;14334
81582;M;01/01/1900;5;3530;38649
112359;M;31/12/1941;5;3980;48185
652657;M;18/02/1942;1;2980;30444
916983;M;12/08/1948;5;3670;42873
820458;M;24/08/1950;1;2180;15481
991939;M;29/03/1948;1;2600;24395
669455;M;07/06/1968;1;2830;26997
649481;M;28/09/1947;1;2910;28579
729392;F;29/04/1943;1;2180;15493
193063;M;22/08/1959;5;3870;45837
220966;M;08/06/1946;5;3560;39391
961697;M;29/09/1982;1;2660;25641
483241;M;17/01/1949;7;9160;69846
662299;M;05/11/1956;1;2640;25236
708579;M;21/08/1966;1;2610;24646
655140;M;25/06/1939;1;2100;14466
146553;M;10/06/1960;5;3620;41534
60683;M;01/01/1900;5;3550;38959
957166;M;01/01/1900;5;3500;37601
61483;M;01/01/1900;5;3520;38112
674158;M;28/08/1947;1;2650;25445
1004135;M;01/01/1945;1;2400;20632
458123;M;02/02/1953;1;2220;16037
869117;M;01/01/1900;5;3950;47583
814753;M;01/01/1900;1;2960;29834
675403;M;17/01/1954;1;2520;23010
647686;M;17/12/1937;1;2650;25350
1020508;M;27/01/1967;7;9100;68594
903154;M;08/05/1957;5;3540;38767
119277;M;01/01/1900;5;3520;38227
288159;M;27/03/1958;1;2450;21419
96140;M;21/03/1941;5;3680;43259
650846;M;02/05/1936;1;2600;24393
223456;M;19/04/1949;5;3910;46455
88686;M;15/10/1956;5;3600;40677
516617;M;24/06/1935;1;2020;13456
216738;M;17/02/1954;5;3770;44671
109353;M;29/06/1941;5;3941;47322
996258;M;01/01/1900;5;3800;45163
125772;M;18/08/1950;5;3740;44461
230469;M;25/06/1931;5;3660;42659
132974;M;24/04/1952;5;3640;42250
775686;M;19/08/1941;1;2550;23493
211717;M;01/01/1900;5;3510;37877
86814;M;01/01/1900;5;3583;40225
757129;F;13/04/1943;5;3900;46226
144999;M;04/02/1966;5;3930;46941
654238;M;14/01/1947;1;2430;20878
652489;F;01/01/1900;1;2930;28957
658105;M;26/06/1948;1;2930;29075
112350;M;01/01/1900;5;3980;48227
79051;M;29/11/1950;5;3511;37942
455810;M;31/12/1955;1;2930;29100
100236;F;20/09/1967;5;3740;44592
794899;M;01/01/1900;5;3583;40162
500616;M;01/01/1900;5;3700;43928
669562;M;08/08/1948;2;3140;33909
74975;M;30/01/1946;5;3670;42949
678025;M;12/08/1950;7;9120;69053
927436;M;02/03/1959;1;2960;29749
56598;F;24/11/1980;5;3680;43245
135241;NA;01/01/1900;5;3600;40785
1160333;F;10/12/1941;5;3600;40546
130827;M;01/01/1900;5;3583;40165
743037;M;01/01/1900;5;3680;43089
89154;M;22/05/1956;5;3600;41074
84726;M;04/02/1939;5;3560;39507
897920;F;02/09/1961;1;2440;21170
276350;F;19/07/1973;5;3650;42460
79167;M;31/07/1946;5;3800;45301
83306;NA;01/01/1900;5;3550;38989
106429;F;24/04/1950;5;3910;46296
778905;M;17/08/1940;5;3620;41480
254833;M;29/09/1942;2;1850;10892
246443;M;01/01/1900;2;3401;36906
967655;M;06/12/1955;1;2840;27078
159934;M;01/01/1900;5;3900;46205
712705;M;26/12/1947;1;2230;16480
84265;M;26/08/1948;5;3560;39390
1155979;F;07/09/1974;1;2250;17057
303317;F;01/01/1900;5;3730;44208
760671;M;01/01/1900;1;2500;22669
837273;M;07/02/1953;1;2980;30461
780476;M;23/06/1962;2;1980;12434
721498;F;13/11/1947;7;9220;71265
92958;M;09/12/1942;5;3640;42192
655839;M;10/02/1974;1;2920;28660
63887;M;16/05/1934;1;2180;15500
760018;M;01/09/1946;2;1820;10390
89085;M;09/07/1936;5;3600;40799
210957;M;07/04/1947;5;3640;42167
270510;M;07/03/1933;1;2440;20961
940244;M;25/10/1935;1;2275;17618
689078;F;11/07/1952;1;2390;20229
20747;M;30/03/1940;1;2320;18725
802122;F;02/11/1966;1;2242;16861
1153522;F;30/06/1921;1;2170;15260
113605;M;01/01/1900;5;3670;42934
222899;NA;13/03/1953;5;3583;40202
824031;M;23/02/1951;5;3580;39766
772258;M;24/12/1943;1;2910;28620
1135670;M;25/09/1949;5;3500;37551
897685;M;29/03/1956;5;3511;37952
896311;M;01/01/1900;5;3545;38847
79822;M;03/02/1939;5;3512;38053
665517;M;27/03/1945;1;2950;29582
124883;M;31/12/1940;5;3690;43488
653197;M;01/01/1900;1;2200;15677
127270;M;24/10/1943;5;3870;45767
149185;M;01/01/1900;5;3590;40336
817124;M;13/12/1945;1;2930;29096
112162;M;01/01/1900;5;3980;48150
280443;M;18/02/1944;1;2340;19107
140426;M;30/03/1939;1;2490;22243
259716;M;15/09/1927;1;2440;21373
123194;M;14/04/1938;5;3630;41950
122510;M;01/10/1955;5;3600;41224
60157;F;01/01/1900;1;2580;24137
677485;F;27/05/1932;1;2560;23641
110854;M;18/06/1935;5;3960;47752
593435;M;01/01/1900;5;3920;46874
9194;M;17/01/1946;5;3900;46011
73579;M;30/05/1945;5;3590;40339
902242;M;19/04/1952;7;9140;69498
500531;M;22/01/1940;5;3600;40928
50442;M;01/01/1900;5;3500;37716
496478;M;27/02/1944;1;2300;18244
803490;M;16/02/1957;1;2650;25506
324433;F;04/10/1966;7;9120;68897
89898;M;18/06/1963;5;3600;41127
707724;M;10/06/1927;1;2050;14034
106085;M;07/06/1938;5;3900;46172
70505;F;01/01/1900;5;3700;43780
972057;M;01/01/1900;5;3660;42555
7797;M;01/01/1900;8;8400;52304
29632;M;30/06/1953;5;3500;37360
672928;M;10/08/1948;1;2980;30395
766579;M;10/11/1973;1;2940;29282
110333;M;01/01/1900;5;3990;48354
1164356;F;01/01/1900;1;2580;24141
60412;F;01/01/1900;1;2340;19183
213350;M;01/01/1900;5;3990;48491
757734;M;28/07/1945;1;2490;22146
653180;M;14/05/1950;1;2400;20343
213055;M;28/09/1967;5;3740;44493
19811;M;01/01/1900;5;3600;41065
117309;M;14/06/1950;5;3900;46097
612284;F;30/05/1952;1;2650;25419
248077;M;20/01/1961;5;3945;47378
158514;M;01/01/1900;5;3740;44435
90144;NA;01/01/1900;5;3620;41324
304779;M;31/08/1942;1;2275;17605
653492;M;24/03/1945;1;2460;21711
599271;M;05/08/1966;5;3770;44800
917035;M;01/01/1900;5;3630;41686
85759;M;03/12/1937;5;3581;39803
274360;M;12/10/1946;5;3520;38126
967566;F;01/01/1900;1;2640;25296
837811;M;31/10/1975;5;3910;46307
141319;M;01/01/1900;5;3700;43714
79682;M;16/08/1939;5;3512;38036
101694;M;30/01/1949;5;3770;44874
653655;M;15/05/1949;1;2640;25193
963787;F;01/01/1900;1;2630;25087
50808;M;29/02/1944;1;2950;29321
702265;M;30/05/1944;1;2990;30619
724306;M;06/02/1942;1;2550;23561
96138;M;05/09/1949;5;3680;43032
694860;M;26/01/1967;1;2320;18706
97389;M;15/01/1942;5;3700;43597
82899;M;29/03/1937;5;3550;39193
724432;M;10/03/1965;1;2275;17588
968270;M;24/07/1966;7;9190;133771
984881;F;01/01/1900;5;3500;37494
795630;F;01/01/1900;5;3670;43012
665056;M;08/01/1947;1;2370;19752
97025;F;21/11/1954;5;3690;43511
194941;M;25/09/1949;5;3500;37826
678249;M;03/10/1956;2;3191;34308
874287;M;19/06/1961;5;3545;38807
240431;M;12/04/1946;5;3900;46015
993365;M;10/09/1941;1;2300;18111
661893;M;24/07/1938;1;2400;20696
663261;M;20/09/1946;1;2660;25734
74824;F;01/01/1900;5;3560;39404
96527;NA;21/01/1945;5;3680;43212
89580;M;04/09/1953;5;3600;40848
281502;NA;01/01/1900;5;3930;46972
722095;M;27/07/1942;1;2530;23170
268767;M;03/04/1950;5;3680;43359
85902;M;18/02/1948;5;3581;39854
1137683;F;01/01/1900;1;2950;29584
732295;M;22/02/1951;1;2610;24782
83417;M;19/08/1947;5;3550;39164
61777;M;20/01/1936;1;2627;25049
113719;F;05/09/1959;5;3530;38618
805694;M;28/08/1949;1;2540;23337
83998;M;19/05/1944;5;3550;39322
117858;M;03/04/1960;5;3980;48115
949584;M;01/12/1979;1;2590;24269
99822;NA;01/01/1900;5;3740;44535
663513;M;12/03/1937;1;2440;21268
152434;M;11/08/1969;5;3560;39400
936262;M;01/01/1900;5;3830;45485
263752;M;08/01/1968;1;2360;19653
202312;M;26/02/1955;5;3512;38043
647947;F;19/12/1948;1;2390;20207
922834;M;17/05/1959;1;2390;20126
670529;M;03/09/1950;1;2150;15087
32578;M;11/05/1943;5;3670;42860
659145;M;28/02/1949;1;2880;27907
108970;M;09/07/1942;5;3940;47250
778120;M;21/04/1941;5;3650;42476
664927;M;01/01/1900;1;2980;30468
82249;M;01/01/1900;5;3540;38683
184476;M;17/09/1944;5;3665;42777
80065;M;01/01/1900;5;3520;38189
607519;M;11/03/1949;1;2540;23249
779654;M;28/04/1948;5;3830;45465
893886;F;01/01/1900;1;2170;15465
658667;M;26/01/1938;2;3110;33360
653824;M;04/11/1946;1;2627;25043
136722;M;01/01/1900;5;3640;42090
94624;M;13/08/1949;5;3670;42812
651617;M;02/11/1952;1;2431;20945
986377;M;01/01/1900;1;2650;25511
446164;F;22/09/1968;5;3740;44534
41402;M;13/03/1953;5;3550;39203
655939;M;02/05/1931;1;2140;14876
688093;M;08/09/1959;7;9140;69478
749043;M;05/07/1956;1;2322;18856
137732;M;14/11/1943;5;3560;39340
674253;M;09/05/1932;1;2610;24780
134111;M;13/04/1954;5;3680;43148
664406;M;01/01/1900;1;2100;14487
126952;F;01/01/1900;5;3832;45516
721081;M;06/12/1965;7;9190;70696
751926;M;26/10/1950;2;3191;34319
482881;F;05/02/1948;1;2570;23962
936256;F;04/11/1977;1;2860;27431
646636;M;04/02/1933;1;2920;28837
219650;M;26/01/1989;5;3722;44056
840702;M;07/07/1953;1;2330;19048
70960;NA;01/01/1900;2;3400;36849
83695;M;16/02/1952;5;3550;39145
29377;NA;01/01/1900;5;3941;47323
807778;M;01/12/1947;5;3520;38125
862333;M;13/01/1964;5;3500;37362
93138;M;09/02/1953;5;3650;42414
829226;F;01/01/1900;5;3920;46886
4107;M;01/01/1900;5;3920;46496
737931;M;12/01/1940;1;2547;23408
686132;M;15/01/1967;1;2900;28220
71266;F;07/04/1965;5;3500;37653
7044;M;01/01/1900;2;3450;37061
874516;M;17/12/1962;1;2830;26802
657545;M;01/01/1900;1;2600;24405
36925;M;18/01/1949;1;2980;30572
301347;M;25/09/1956;1;2110;14751
844772;M;10/01/1962;5;3941;47265
686487;M;12/07/1969;1;2280;17948
90261;NA;30/06/1969;5;3620;41395
648674;M;06/05/1939;1;2650;25378
290109;M;04/11/1949;7;9120;69047
458155;M;23/11/1945;1;2870;27755
82358;M;08/10/1956;5;3540;38749
299870;M;29/05/1949;1;2310;18501
686444;M;30/10/1969;1;2270;17515
218565;M;09/03/1964;5;3545;38900
666026;M;18/01/1943;1;2910;28595
677324;M;03/01/1972;1;2320;18720
722525;M;28/09/1947;1;2300;18466
271746;F;20/07/1957;5;3590;40368
260777;F;25/10/1953;1;2440;21314
669673;M;17/05/1941;1;2480;22074
257294;M;25/05/1926;7;9160;70002
681289;M;20/11/1945;1;2340;19326
97174;M;16/06/1947;5;3690;43413
277331;M;28/11/1949;2;1980;12460
966624;F;01/01/1900;5;3510;37852
