ComplaintID;CustomerID;ProductID;ComplaintDate;ComplaintType;SolutionType;FeedbackType
74337;70960;8;22/09/2008;1;1;4
74338;70960;8;23/06/2008;9;1;
74339;70960;8;24/06/2008;9;1;
85201;70960;8;17/12/2008;1;1;3
67566;70960;8;19/07/2008;1;1;4
198618;71010;8;10/01/2011;1;2;6
134934;71010;8;05/11/2009;1;1;2
137255;71010;8;24/11/2009;1;2;4
137643;71010;8;25/11/2009;1;2;4
57519;71010;8;19/04/2008;1;2;3
82468;71010;8;24/11/2008;1;2;2
98109;72144;8;16/12/2006;1;;
112571;72144;8;29/05/2007;1;;
104723;72144;8;02/03/2009;9;1;
121109;72144;8;20/07/2009;1;2;3
121261;72144;8;22/07/2009;1;2;3
80638;72144;8;10/11/2008;1;1;3
58859;72153;8;05/05/2008;1;2;3
58860;72153;8;03/05/2008;1;1;4
58861;72153;8;02/05/2008;1;1;4
95802;73317;8;10/11/2006;1;;
46470;73579;8;01/12/2007;1;1;
68962;73985;8;02/08/2008;7;2;3
86638;74922;8;10/07/2006;1;;
115252;74922;8;27/06/2007;1;;
186844;74978;8;18/11/2010;1;1;6
186494;74978;8;13/11/2010;1;3;
142784;74978;8;28/12/2009;1;2;3
160424;75114;8;14/05/2010;1;2;3
59668;76254;8;02/05/2008;1;1;5
57935;76760;8;27/04/2005;1;4;
110775;76760;8;08/05/2007;1;;
110858;76760;8;08/05/2007;9;;
52617;76760;8;01/03/2008;1;3;
37909;76760;8;25/09/2007;1;2;3
69188;76760;8;06/08/2008;1;2;5
185062;76760;8;06/11/2010;1;2;6
190214;76760;8;09/12/2010;1;1;6
200886;76760;8;24/01/2011;1;2;6
121181;77018;8;29/08/2007;1;;
52933;77018;8;10/03/2008;1;3;3
38756;77018;8;15/10/2007;1;2;3
121726;77018;8;27/07/2009;1;2;5
126174;77018;8;01/09/2009;1;2;
79489;77018;8;31/10/2008;1;2;3
63022;77050;8;24/10/2005;1;;
38917;77050;8;13/10/2007;1;1;
38343;77555;8;03/10/2007;1;2;
114657;78062;8;02/06/2007;2;;
111993;78062;8;18/04/2009;3;1;3
111992;78062;8;28/04/2009;1;1;5
136999;78062;8;21/11/2009;1;1;6
39177;78062;8;29/09/2007;1;3;
96456;78097;8;22/11/2006;1;;
96528;78097;8;22/11/2006;9;;
64363;78097;8;21/06/2008;1;1;3
63100;78186;8;22/10/2005;1;;
108825;78186;8;17/04/2007;1;;
198692;78186;8;10/01/2011;1;2;6
134245;78186;8;29/10/2009;1;2;1
175803;78217;8;03/09/2010;1;1;
147066;78367;8;28/01/2010;1;2;1
87494;78387;8;24/07/2006;1;;
47858;78387;8;22/12/2007;1;3;
190139;78829;8;09/12/2010;1;1;6
60961;78956;8;29/08/2005;1;;
66073;78956;8;28/11/2005;1;;
113540;78956;8;08/06/2007;1;;
90014;79437;8;30/08/2006;1;;
112686;79468;8;06/05/2009;1;2;3
75900;79468;8;27/09/2008;1;3;3
113075;79822;8;02/06/2007;1;;
172208;79822;8;13/08/2010;1;2;3
54565;80065;8;08/03/2008;1;1;4
53586;80143;8;17/03/2008;1;2;4
53587;80143;8;15/03/2008;1;2;4
138142;80315;8;28/11/2009;1;1;
138021;80315;8;30/11/2009;1;2;3
58832;81188;8;03/05/2008;1;1;6
113711;82214;8;12/06/2007;1;;
74509;82273;8;26/01/2006;2;;
80537;82273;8;26/04/2006;1;;
95042;82273;8;03/11/2006;1;;
110713;82273;8;16/04/2009;1;2;
39172;82273;8;29/09/2007;1;3;
66035;82273;8;05/07/2008;1;3;
95746;82701;8;02/03/2009;1;1;4
102926;82729;8;02/03/2009;9;1;
102878;82858;8;02/03/2009;9;1;
103100;82878;8;02/03/2009;9;1;
104913;83033;8;02/03/2009;9;1;
104222;83181;8;17/02/2007;1;;
103299;83181;8;02/03/2009;9;1;
127132;83181;8;07/09/2009;1;1;5
105760;83215;8;03/03/2007;1;;
120542;83215;8;25/08/2007;1;;
120064;83215;8;04/08/2007;1;;
104860;83215;8;02/03/2009;9;1;
40216;83215;8;10/11/2007;1;1;3
156947;83216;8;15/04/2010;1;2;3
104498;83216;8;02/03/2009;9;1;
103040;83238;8;02/03/2009;9;1;
125611;83238;8;27/08/2009;1;2;4
62776;83306;8;15/10/2005;1;;
105764;83306;8;03/03/2007;1;;
113967;83306;8;16/05/2009;1;3;3
118588;83306;8;04/07/2009;1;1;3
104988;83417;8;02/03/2009;9;1;
104979;83476;8;02/03/2009;9;1;
105065;83495;8;02/03/2009;9;1;
105063;83506;8;02/03/2009;9;1;
105047;83541;8;02/03/2009;9;1;
105035;83556;8;02/03/2009;9;1;
158974;83651;8;30/04/2010;1;2;4
103253;83651;8;02/03/2009;9;1;
174355;83651;8;21/08/2010;1;3;6
44396;83695;8;26/12/2007;1;1;3
95702;83695;8;02/03/2009;1;1;4
87652;83885;8;26/07/2006;1;;
104772;83885;8;02/03/2009;9;1;
104797;83968;8;02/03/2009;9;1;
103752;83998;8;02/03/2009;9;1;
97087;84932;8;09/03/2009;1;2;3
109871;85213;8;04/04/2009;1;1;3
186465;85213;8;06/11/2010;1;3;
98356;85213;8;14/03/2009;1;3;4
98541;85213;8;14/03/2009;1;1;
64234;85213;8;23/06/2008;1;2;5
110777;85311;8;16/04/2009;1;1;5
96871;85311;8;06/03/2009;1;2;3
122356;85311;8;30/07/2009;1;2;3
153793;85566;8;13/03/2010;1;3;3
100616;85969;8;17/01/2007;1;;
106724;85969;8;20/03/2007;1;;
196161;85969;8;28/12/2010;1;2;
160185;86276;8;11/05/2010;1;1;3
58208;87084;8;26/04/2008;7;1;3
42365;87169;8;01/12/2007;1;1;
150586;87169;8;20/02/2010;1;1;3
164345;87222;8;16/06/2010;1;1;3
46510;87222;8;01/12/2007;1;1;
46557;87336;8;01/12/2007;1;1;
177835;87336;8;17/09/2010;1;2;3
201449;87336;8;27/01/2011;1;2;6
64846;87336;8;30/06/2008;1;2;3
61477;87336;8;28/05/2008;1;2;3
61381;87336;8;27/05/2008;1;2;3
46581;87386;8;01/12/2007;1;1;
42311;87798;8;01/12/2007;1;1;4
46783;87973;8;01/12/2007;1;1;
46828;88059;8;01/12/2007;1;1;
186435;88295;8;06/11/2010;1;3;
98291;88295;8;17/03/2009;1;1;
98198;88295;8;17/03/2009;1;2;3
122910;88295;8;01/08/2009;1;3;3
202293;88295;8;29/01/2011;1;3;6
96438;88384;8;03/03/2009;1;2;3
102324;88638;8;02/02/2007;1;;
136848;88638;8;20/11/2009;3;2;3
62012;89087;8;26/09/2005;1;;
180464;89087;8;05/10/2010;1;1;3
151504;89154;8;27/02/2010;7;2;
163827;89283;8;14/06/2010;1;2;3
133765;89283;8;26/10/2009;1;2;
117208;89563;8;17/07/2007;1;;
87625;89563;8;05/01/2009;1;1;2
105558;89721;8;06/03/2007;1;;
158118;89721;8;26/04/2010;3;2;3
118167;89721;8;01/07/2009;1;1;3
147441;89721;8;01/02/2010;1;2;4
194986;90083;8;20/12/2010;1;1;2
194985;90083;8;24/12/2010;1;1;2
122303;90144;8;30/07/2009;1;2;5
196427;90178;8;20/12/2010;1;1;2
196426;90178;8;24/12/2010;1;1;2
157890;90374;8;22/04/2010;3;1;3
196290;90374;8;24/12/2010;1;1;2
137512;90452;8;24/11/2009;1;2;3
118126;91861;8;01/07/2009;1;2;3
170338;91861;8;02/08/2010;1;2;3
170435;91861;8;02/08/2010;1;1;
85804;91934;8;20/12/2008;1;2;
121210;92126;8;18/07/2009;1;3;3
98701;93138;8;23/12/2006;1;;
70983;93138;8;22/08/2008;9;1;
181920;94547;8;14/10/2010;1;2;3
201471;94547;8;27/01/2011;1;2;6
201476;94547;8;14/10/2010;9;1;
96987;94618;8;30/11/2006;1;;
187044;94618;8;22/11/2010;1;2;6
155288;94618;8;01/04/2010;3;2;3
95225;94618;8;02/03/2009;1;1;4
152434;94618;8;08/03/2010;1;2;5
169939;94624;8;29/07/2010;1;2;3
63712;95055;8;09/11/2005;1;;
63326;95055;8;02/11/2005;1;;
94669;95055;8;21/10/2006;1;;
108648;95055;8;13/04/2007;1;;
108690;95055;8;13/04/2007;9;;
53844;95332;8;18/03/2008;1;2;3
130753;95665;8;05/10/2009;1;2;3
92325;95665;8;03/02/2009;9;1;
92327;95665;8;29/01/2009;9;1;
92323;95665;8;05/02/2009;9;1;
92324;95665;8;04/02/2009;9;1;
92326;95665;8;02/02/2009;9;1;
177214;95859;8;11/09/2010;1;3;6
121044;96045;8;20/07/2009;1;2;3
202289;96140;8;29/01/2011;1;3;
121969;96272;8;28/07/2009;1;2;5
86780;96287;8;13/07/2006;1;;
87425;96287;8;24/07/2006;1;;
85822;96287;8;06/07/2006;1;;
85825;96287;8;05/07/2006;1;;
106648;96287;8;02/03/2009;9;1;
40350;96287;8;17/11/2007;1;1;3
40351;96287;8;10/11/2007;1;1;3
82078;96287;8;15/11/2008;1;3;3
68909;96287;8;02/08/2008;1;1;3
180038;96599;8;25/09/2010;1;1;3
108622;96599;8;25/03/2009;1;2;3
98282;96599;8;17/03/2009;1;2;
98066;96599;8;16/03/2009;1;1;4
85012;97045;8;22/06/2006;1;;
85398;97045;8;27/06/2006;1;;
85469;97045;8;28/06/2006;1;;
116942;97161;8;19/06/2009;1;2;5
73599;97232;8;14/01/2006;1;;
170597;97333;8;03/08/2010;1;2;3
195975;97389;8;24/12/2010;1;1;
43449;97389;8;13/12/2007;3;3;3
129620;97389;8;25/09/2009;1;2;
149308;97389;8;15/02/2010;1;2;2
109675;97868;8;21/04/2007;7;;
166280;98557;8;26/06/2010;1;3;1
183349;99534;8;25/10/2010;1;1;3
183448;99534;8;26/10/2010;1;2;3
37858;100029;8;24/09/2007;1;2;
39618;100236;8;02/11/2007;1;2;3
186503;100236;8;13/11/2010;1;3;6
158979;100579;8;30/04/2010;1;1;
125670;100668;8;27/08/2009;1;2;3
93635;100794;8;07/10/2006;1;;
101251;100794;8;20/01/2007;1;;
102414;100794;8;05/02/2007;1;;
102431;100794;8;05/02/2007;1;;
104609;100794;8;24/02/2007;1;;
117447;100794;8;18/07/2007;1;;
137746;100794;8;25/11/2009;1;1;
138783;100794;8;04/12/2009;1;2;3
154602;100794;8;25/03/2010;1;2;3
39253;100794;8;20/10/2007;1;1;
61728;100794;8;30/05/2008;1;1;2
122788;100794;8;01/08/2009;1;1;
123271;100794;8;06/08/2009;1;2;3
127636;100794;8;05/09/2009;1;3;4
136159;100794;8;14/11/2009;1;1;3
115951;100943;8;06/06/2009;7;3;
106136;101315;8;02/03/2009;9;1;
191450;101315;8;04/12/2010;1;3;
106268;101436;8;02/03/2009;9;1;
105983;101694;8;02/03/2009;9;1;
80309;102049;8;22/04/2006;1;;
106301;102049;8;10/03/2007;1;;
118116;102049;8;27/07/2007;1;;
112251;102049;8;04/05/2009;1;2;3
188229;102049;8;30/11/2010;1;2;
161895;102049;8;22/05/2010;1;1;
52406;102049;8;03/01/2008;1;3;
52409;102049;8;29/02/2008;1;3;3
52408;102049;8;22/02/2008;1;3;3
52407;102049;8;25/02/2008;1;3;3
38336;102049;8;03/10/2007;1;2;3
95510;102049;8;02/03/2009;1;1;4
146906;102049;8;28/01/2010;1;2;3
84084;102049;8;29/02/2008;1;1;
84083;102049;8;25/02/2008;1;1;
84081;102049;8;28/11/2008;1;1;
84082;102049;8;03/01/2008;1;1;
84085;102049;8;13/09/2008;1;1;
86680;102049;8;02/01/2009;1;2;3
189586;102127;8;06/12/2010;1;1;
117141;103991;8;22/06/2009;1;2;6
123268;103991;8;06/08/2009;1;2;3
57896;104723;8;25/04/2005;1;2;
58560;104723;8;25/05/2005;1;;
160612;104723;8;17/05/2010;7;2;3
110223;105715;8;04/04/2009;1;3;3
110265;105715;8;04/04/2009;1;1;
197844;106012;8;04/01/2011;1;1;
197877;106012;8;05/01/2011;1;2;
88131;106085;8;01/08/2006;1;;
91554;106085;8;02/09/2006;1;;
93560;106085;8;16/02/2009;1;2;3
93679;106085;8;14/02/2009;1;1;3
141686;107194;8;21/12/2009;1;1;2
122635;107844;8;11/09/2007;1;;
123465;107844;8;07/08/2009;1;1;3
141580;108085;8;21/12/2009;1;2;2
63345;108501;8;14/06/2008;1;3;5
199421;108586;8;13/01/2011;7;3;6
84931;108737;8;13/12/2008;7;3;
65739;108737;8;07/07/2008;2;3;
41405;109353;8;24/11/2007;7;1;
102871;110120;8;08/02/2007;1;;
43221;110120;8;11/12/2007;1;3;3
116802;110333;8;18/06/2009;1;2;3
61203;110419;8;01/09/2005;1;;
107386;110623;8;02/03/2009;9;1;
107341;110718;8;02/03/2009;9;1;
106949;110823;8;02/03/2009;9;1;
107479;110854;8;02/03/2009;9;1;
117280;110863;8;18/07/2007;1;;
106706;110863;8;02/03/2009;9;1;
189848;110863;8;08/12/2010;1;2;6
191148;110863;8;17/12/2010;1;2;2
124853;110863;8;20/08/2009;1;1;4
107435;110883;8;02/03/2009;9;1;
107062;110932;8;02/03/2009;9;1;
183909;111034;8;16/10/2010;7;3;
107248;111034;8;02/03/2009;9;1;
189893;111034;8;08/12/2010;1;2;6
189894;111034;8;24/11/2010;1;1;
66060;111034;8;05/07/2008;7;3;1
107862;111185;8;02/03/2009;9;1;
107535;111577;8;02/03/2009;9;1;
196293;111786;8;28/12/2010;1;1;2
129756;111786;8;25/09/2009;1;1;3
112317;111817;8;21/04/2009;1;1;3
148726;111817;8;10/02/2010;1;2;3
86547;111817;8;02/01/2009;1;2;
201456;111822;8;27/01/2011;1;2;6
64312;111918;8;15/11/2005;1;;
181027;111918;8;07/10/2010;1;2;3
147362;111918;8;01/02/2010;9;2;2
158121;112350;8;24/04/2010;1;1;5
68549;112350;8;23/07/2008;1;1;
68548;112350;8;16/07/2008;1;1;4
140519;113311;8;16/12/2009;1;2;
80548;114705;8;10/11/2008;1;2;4
66277;115989;8;07/07/2008;1;1;1
94596;116183;8;24/02/2009;1;3;3
69896;116535;8;26/11/2005;2;;
157726;117309;8;17/04/2010;1;3;3
49730;117633;8;04/02/2008;1;1;3
143283;117858;8;31/12/2009;1;1;3
126609;118000;8;02/09/2009;1;1;3
126608;118000;8;31/08/2009;1;1;3
106279;118077;8;10/03/2007;1;;
187692;118122;8;25/11/2010;1;2;6
196091;118122;8;28/12/2010;1;2;6
97618;118122;8;12/03/2009;1;2;3
82938;118185;8;31/05/2006;1;;
121266;118185;8;29/08/2007;1;;
72510;118212;6;04/09/2008;1;1;3
119313;119196;8;13/08/2007;1;;
54633;119277;8;08/03/2008;1;1;4
156736;120185;8;10/04/2010;7;3;3
139312;120185;8;08/12/2009;3;2;3
104063;120248;8;02/03/2009;9;1;
116189;120285;8;11/06/2009;1;2;6
95548;120285;8;02/03/2009;1;1;4
94403;120408;8;23/10/2006;1;;
112772;120408;8;31/05/2007;1;;
104079;120408;8;02/03/2009;9;1;
117178;120408;8;22/06/2009;1;1;4
117176;120408;8;20/06/2009;1;1;4
95148;120556;8;28/10/2006;2;;
113797;120556;8;16/05/2009;2;3;
112585;120556;8;02/05/2009;1;1;3
111234;120556;8;14/04/2009;1;1;3
111235;120556;8;15/04/2009;1;1;3
90214;120556;8;17/01/2009;1;1;5
139749;120742;8;10/12/2009;1;2;3
128433;121672;8;12/09/2009;1;3;3
127470;121672;8;10/09/2009;1;2;6
146547;121672;8;26/01/2010;1;2;1
46902;121839;8;01/12/2007;1;1;
97661;122116;8;09/12/2006;9;;
196825;122763;8;24/12/2010;1;2;2
136636;123175;8;12/11/2009;7;2;
170362;123194;8;02/08/2010;1;2;3
76974;124204;8;28/02/2006;7;;
105999;124204;8;12/03/2007;1;;
106294;124204;8;12/03/2007;2;;
181811;124204;8;13/10/2010;7;2;3
153310;124204;8;15/03/2010;7;3;1
177184;124204;8;11/09/2010;8;3;
69980;124204;8;09/08/2008;7;3;
71162;124204;8;23/08/2008;7;1;
186813;124208;8;18/11/2010;1;2;
186941;124208;8;18/11/2010;9;1;
131938;124328;8;13/10/2009;1;2;3
181622;124822;8;12/10/2010;1;1;3
120317;124822;8;13/07/2009;1;2;3
76605;124883;8;18/02/2006;1;;
69762;124958;8;12/08/2008;1;2;3
111888;125287;8;25/04/2009;1;1;3
80154;125488;8;15/04/2006;7;;
